deck	split	colors	main_colors	player_wr_bucket
FDN_top_26020_WB	train	WB	WB	0.6
FDN_top_26021_WUpG	train	WU+G	WU	0.68
FDN_top_26022_WUpG	train	WU+G	WU	0.68
FDN_top_26023_WU	train	WU	WU	0.6
FDN_top_26024_WR	train	WR	WR	0.6
FDN_top_26025_WBpR	train	WB+R	WB	0.6
FDN_top_26026_WGpU	train	WG+U	WG	0.6
FDN_top_26027_BG	train	BG	BG	0.64
FDN_top_26028_BG	train	BG	BG	0.64
FDN_top_26029_BR	train	BR	BR	0.62
FDN_top_26030_WUR	train	WUR	WUR	0.6
FDN_top_26031_BG	train	BG	BG	0.8
FDN_top_26032_WG	train	WG	WG	0.64
FDN_top_26033_WB	train	WB	WB	0.68
FDN_top_26034_WR	eval	WR	WR	0.66
FDN_top_26035_WG	train	WG	WG	0.6
FDN_top_26036_WB	train	WB	WB	0.62
FDN_top_26037_BR	train	BR	BR	0.6
FDN_top_26038_WR	train	WR	WR	0.6
FDN_top_26039_WB	train	WB	WB	0.62
FDN_top_26040_WU	train	WU	WU	0.64
FDN_top_26041_BR	train	BR	BR	0.62
FDN_top_26042_RGpB	train	RG+B	RG	0.6
FDN_top_26043_WU	train	WU	WU	0.66
FDN_top_26044_WU	train	WU	WU	0.6
FDN_top_26045_BGpU	eval	BG+U	BG	0.64
FDN_top_26046_URpB	train	UR+B	UR	0.6
FDN_top_26047_WU	train	WU	WU	0.62
FDN_top_26048_WR	train	WR	WR	0.6
FDN_top_26049_WU	train	WU	WU	0.6
FDN_top_26050_WG	train	WG	WG	0.6
FDN_top_26051_RG	train	RG	RG	0.62
FDN_top_26052_RG	train	RG	RG	0.62
FDN_top_26053_RG	train	RG	RG	0.64
FDN_top_26054_RG	train	RG	RG	0.64
FDN_top_26055_WG	train	WG	WG	0.6
FDN_top_26056_WG	train	WG	WG	0.6
FDN_top_26057_WU	train	WU	WU	0.6
FDN_top_26058_UR	train	UR	UR	0.6
FDN_top_26059_WU	train	WU	WU	0.62
FDN_top_26060_WU	train	WU	WU	0.62
FDN_top_26061_RG	train	RG	RG	0.6
FDN_top_26062_RG	train	RG	RG	0.6
FDN_top_26063_WUpB	train	WU+B	WU	0.62
FDN_top_26064_WU	train	WU	WU	0.62
FDN_top_26065_WUpG	train	WU+G	WU	0.64
FDN_top_26066_RG	train	RG	RG	0.66
FDN_top_26067_WU	train	WU	WU	0.64
FDN_top_26068_WB	train	WB	WB	0.62
FDN_top_26069_WG	train	WG	WG	0.6
FDN_top_26070_W	train	W	W	0.6
FDN_top_26071_WB	train	WB	WB	0.64
FDN_top_26072_WU	train	WU	WU	0.6
FDN_top_26073_UBpG	train	UB+G	UB	0.6
FDN_top_26074_UGpBR	train	UG+BR	UG	0.6
FDN_top_26075_WU	train	WU	WU	0.7000000000000001
FDN_top_26076_UBpW	train	UB+W	UB	0.62
FDN_top_26077_UB	train	UB	UB	0.62
FDN_top_26078_UBpG	train	UB+G	UB	0.6
FDN_top_26079_WB	train	WB	WB	0.66
FDN_top_26080_WB	train	WB	WB	0.6
FDN_top_26081_WU	train	WU	WU	0.6
FDN_top_26082_BR	train	BR	BR	0.62
FDN_top_26083_WR	eval	WR	WR	0.6
FDN_top_26084_WB	train	WB	WB	0.6
FDN_top_26085_UB	train	UB	UB	0.66
FDN_top_26086_WB	train	WB	WB	0.6
FDN_top_26087_WB	train	WB	WB	0.62
FDN_top_26088_UG	train	UG	UG	0.64
FDN_top_26089_UB	train	UB	UB	0.6
FDN_top_26090_BR	train	BR	BR	0.68
FDN_top_26091_UBR	train	UBR	UBR	0.6
FDN_top_26092_UBR	train	UBR	UBR	0.6
FDN_top_26093_WB	train	WB	WB	0.64
FDN_top_26094_BR	train	BR	BR	0.6
FDN_top_26095_WR	train	WR	WR	0.6
FDN_top_26096_WG	train	WG	WG	0.6
FDN_top_26097_UBpG	train	UB+G	UB	0.62
FDN_top_26098_WR	train	WR	WR	0.68
FDN_top_26099_WR	train	WR	WR	0.68
FDN_top_26100_WR	train	WR	WR	0.68
FDN_top_26101_UBpW	train	UB+W	UB	0.62
FDN_top_26102_WB	train	WB	WB	0.6
FDN_top_26103_WUpR	train	WU+R	WU	0.64
FDN_top_26104_WUpR	train	WU+R	WU	0.64
FDN_top_26105_WR	eval	WR	WR	0.64
FDN_top_26106_UG	train	UG	UG	0.6
FDN_top_26107_BGpU	train	BG+U	BG	0.62
FDN_top_26108_WU	train	WU	WU	0.6
FDN_top_26109_WUpG	train	WU+G	WU	0.64
FDN_top_26110_WB	train	WB	WB	0.76
FDN_top_26111_RG	train	RG	RG	0.6
FDN_top_26112_WU	train	WU	WU	0.64
FDN_top_26113_WU	train	WU	WU	0.62
FDN_top_26114_WB	train	WB	WB	0.62
FDN_top_26115_UB	train	UB	UB	0.74
FDN_top_26116_UG	train	UG	UG	0.72
FDN_top_26117_WBpR	train	WB+R	WB	0.6
FDN_top_26118_UBpG	train	UB+G	UB	0.6
FDN_top_26119_WUpR	train	WU+R	WU	0.6
FDN_top_26120_WG	train	WG	WG	0.62
FDN_top_26121_UB	train	UB	UB	0.62
FDN_top_26122_RG	train	RG	RG	0.64
FDN_top_26123_RG	train	RG	RG	0.64
FDN_top_26124_RG	train	RG	RG	0.64
FDN_top_26125_RG	train	RG	RG	0.64
FDN_top_26126_WU	train	WU	WU	0.66
FDN_top_26127_WG	train	WG	WG	0.64
FDN_top_26128_BR	train	BR	BR	0.68
FDN_top_26129_BR	train	BR	BR	0.68
FDN_top_26130_UR	train	UR	UR	0.64
FDN_top_26131_UG	train	UG	UG	0.62
FDN_top_26132_B	train	B	B	0.62
FDN_top_26133_UB	train	UB	UB	0.6
FDN_top_26134_WB	train	WB	WB	0.72
FDN_top_26135_WB	train	WB	WB	0.62
FDN_top_26136_UB	train	UB	UB	0.62
FDN_top_26137_UB	train	UB	UB	0.72
FDN_top_26138_UB	train	UB	UB	0.72
FDN_top_26139_UB	train	UB	UB	0.72
FDN_top_26140_RG	train	RG	RG	0.6
FDN_top_26141_WB	train	WB	WB	0.62
FDN_top_26142_BR	train	BR	BR	0.72
FDN_top_26143_WpBG	train	W+BG	W	0.6
FDN_top_26144_BG	train	BG	BG	0.6
FDN_top_26145_UBpW	train	UB+W	UB	0.64
FDN_top_26146_UBpW	train	UB+W	UB	0.64
FDN_top_26147_WB	train	WB	WB	0.6
FDN_top_26148_WR	train	WR	WR	0.62
FDN_top_26149_WU	train	WU	WU	0.7000000000000001
FDN_top_26150_UBG	train	UBG	UBG	0.6
FDN_top_26151_WB	train	WB	WB	0.68
FDN_top_26152_WB	train	WB	WB	0.68
FDN_top_26153_WBR	train	WBR	WBR	0.6
FDN_top_26154_WG	train	WG	WG	0.62
FDN_top_26155_WU	train	WU	WU	0.72
FDN_top_26156_UBpR	train	UB+R	UB	0.68
FDN_top_26157_UBpR	train	UB+R	UB	0.68
FDN_top_26158_WU	train	WU	WU	0.6
FDN_top_26159_WB	train	WB	WB	0.64
FDN_top_26160_WR	train	WR	WR	0.64
FDN_top_26161_BR	train	BR	BR	0.6
FDN_top_26162_BR	train	BR	BR	0.6
FDN_top_26163_UB	train	UB	UB	0.6
FDN_top_26164_UB	train	UB	UB	0.6
FDN_top_26165_WU	train	WU	WU	0.6
FDN_top_26166_WG	train	WG	WG	0.6
FDN_top_26167_WR	train	WR	WR	0.6
FDN_top_26168_G	train	G	G	0.62
FDN_top_26169_WG	train	WG	WG	0.62
FDN_top_26170_RG	train	RG	RG	0.62
FDN_top_26171_WU	train	WU	WU	0.6
FDN_top_26172_WRpB	train	WR+B	WR	0.64
FDN_top_26173_RG	train	RG	RG	0.66
FDN_top_26174_WBpR	train	WB+R	WB	0.62
FDN_top_26175_WBpR	train	WB+R	WB	0.62
FDN_top_26176_RG	train	RG	RG	0.68
FDN_top_26177_BG	train	BG	BG	0.66
FDN_top_26178_BG	train	BG	BG	0.66
FDN_top_26179_WBpR	train	WB+R	WB	0.6
FDN_top_26180_WB	train	WB	WB	0.6
FDN_top_26181_RG	train	RG	RG	0.62
FDN_top_26182_WR	train	WR	WR	0.6
FDN_top_26183_WGpU	train	WG+U	WG	0.62
FDN_top_26184_WR	train	WR	WR	0.6
FDN_top_26185_WB	train	WB	WB	0.6
FDN_top_26186_BR	train	BR	BR	0.62
FDN_top_26187_WRGpUB	train	WRG+UB	WRG	0.64
FDN_top_26188_WpBG	train	W+BG	W	0.72
FDN_top_26189_WB	train	WB	WB	0.64
FDN_top_26190_WG	eval	WG	WG	0.66
FDN_top_26191_RG	train	RG	RG	0.62
FDN_top_26192_RG	train	RG	RG	0.62
FDN_top_26193_RG	train	RG	RG	0.62
FDN_top_26194_UB	train	UB	UB	0.6
FDN_top_26195_UBpG	train	UB+G	UB	0.6
FDN_top_26196_BR	train	BR	BR	0.64
FDN_top_26197_WG	train	WG	WG	0.62
FDN_top_26198_WB	train	WB	WB	0.62
FDN_top_26199_WB	train	WB	WB	0.62
FDN_top_26200_WU	train	WU	WU	0.6
FDN_top_26201_WB	train	WB	WB	0.6
FDN_top_26202_WR	train	WR	WR	0.86
FDN_top_26203_WG	train	WG	WG	0.64
FDN_top_26204_UBpW	train	UB+W	UB	0.6
FDN_top_26205_UG	eval	UG	UG	0.6
FDN_top_26206_BG	eval	BG	BG	0.64
FDN_top_26207_BG	train	BG	BG	0.62
FDN_top_26208_BG	train	BG	BG	0.62
FDN_top_26209_BG	train	BG	BG	0.62
FDN_top_26210_WGpU	train	WG+U	WG	0.6
FDN_top_26211_UR	train	UR	UR	0.62
FDN_top_26212_UR	train	UR	UR	0.62
FDN_top_26213_UR	train	UR	UR	0.62
FDN_top_26214_WR	train	WR	WR	0.6
FDN_top_26215_WR	train	WR	WR	0.6
FDN_top_26216_UpB	train	U+B	U	0.68
FDN_top_26217_UR	train	UR	UR	0.64
FDN_top_26218_WR	train	WR	WR	0.64
FDN_top_26219_WB	train	WB	WB	0.62
FDN_top_26220_WR	train	WR	WR	0.62
FDN_top_26221_UGpB	train	UG+B	UG	0.6
FDN_top_26222_GpBR	eval	G+BR	G	0.6
FDN_top_26223_WBpR	train	WB+R	WB	0.64
FDN_top_26224_BR	train	BR	BR	0.6
FDN_top_26225_WU	train	WU	WU	0.62
FDN_top_26226_WR	eval	WR	WR	0.62
FDN_top_26227_WpR	eval	W+R	W	0.62
FDN_top_26228_WR	train	WR	WR	0.6
FDN_top_26229_WR	train	WR	WR	0.6
FDN_top_26230_UR	train	UR	UR	0.66
FDN_top_26231_RG	train	RG	RG	0.62
FDN_top_26232_BR	eval	BR	BR	0.6
FDN_top_26233_WB	train	WB	WB	0.66
FDN_top_26234_WU	train	WU	WU	0.66
FDN_top_26235_WpB	train	W+B	W	0.62
FDN_top_26236_RGpW	train	RG+W	RG	0.62
FDN_top_26237_WU	train	WU	WU	0.6
FDN_top_26238_UG	train	UG	UG	0.6
FDN_top_26239_WUpB	train	WU+B	WU	0.62
FDN_top_26240_WR	train	WR	WR	0.7000000000000001
FDN_top_26241_UB	train	UB	UB	0.62
FDN_top_26242_WU	train	WU	WU	0.6
FDN_top_26243_WU	train	WU	WU	0.6
FDN_top_26244_WBG	eval	WBG	WBG	0.8
FDN_top_26245_BG	train	BG	BG	0.62
FDN_top_26246_BR	eval	BR	BR	0.62
FDN_top_26247_WR	eval	WR	WR	0.66
FDN_top_26248_WR	eval	WR	WR	0.66
FDN_top_26249_UB	train	UB	UB	0.68
FDN_top_26250_UB	train	UB	UB	0.62
FDN_top_26251_UGpR	train	UG+R	UG	0.64
FDN_top_26252_UR	train	UR	UR	0.62
FDN_top_26253_UB	train	UB	UB	0.66
FDN_top_26254_BpG	train	B+G	B	0.68
FDN_top_26255_UB	train	UB	UB	0.64
FDN_top_26256_UB	train	UB	UB	0.7000000000000001
FDN_top_26257_UB	train	UB	UB	0.7000000000000001
FDN_top_26258_URpG	train	UR+G	UR	0.6
FDN_top_26259_UB	train	UB	UB	0.6
FDN_top_26260_WBpG	train	WB+G	WB	0.6
FDN_top_26261_WU	train	WU	WU	0.66
FDN_top_26262_WU	train	WU	WU	0.6
FDN_top_26263_UB	train	UB	UB	0.64
FDN_top_26264_UB	train	UB	UB	0.64
FDN_top_26265_UB	train	UB	UB	0.64
FDN_top_26266_UR	train	UR	UR	0.66
FDN_top_26267_UGpB	train	UG+B	UG	0.72
FDN_top_26268_BR	eval	BR	BR	0.6
FDN_top_26269_WUB	train	WUB	WUB	0.6
FDN_top_26270_UpR	train	U+R	U	0.66
FDN_top_26271_WB	train	WB	WB	0.62
FDN_top_26272_WG	train	WG	WG	0.62
FDN_top_26273_WG	train	WG	WG	0.62
FDN_top_26274_WUB	train	WUB	WUB	0.62
FDN_top_26275_URG	train	URG	URG	0.64
FDN_top_26276_BR	train	BR	BR	0.68
FDN_top_26277_UR	train	UR	UR	0.62
FDN_top_26278_UR	train	UR	UR	0.62
FDN_top_26279_BR	train	BR	BR	0.6
FDN_top_26280_UGpB	train	UG+B	UG	0.64
FDN_top_26281_UB	eval	UB	UB	0.6
FDN_top_26282_UB	train	UB	UB	0.6
FDN_top_26283_UB	train	UB	UB	0.6
FDN_top_26284_UB	train	UB	UB	0.6
FDN_top_26285_UB	train	UB	UB	0.6
FDN_top_26286_UB	train	UB	UB	0.6
FDN_top_26287_RG	train	RG	RG	0.6
FDN_top_26288_RG	train	RG	RG	0.62
FDN_top_26289_WU	train	WU	WU	0.66
FDN_top_26290_WU	train	WU	WU	0.6
FDN_top_26291_WU	train	WU	WU	0.64
FDN_top_26292_UBpG	train	UB+G	UB	0.76
FDN_top_26293_UBpG	train	UB+G	UB	0.76
FDN_top_26294_UBpR	train	UB+R	UB	0.6
FDN_top_26295_RG	train	RG	RG	0.62
FDN_top_26296_RG	train	RG	RG	0.62
FDN_top_26297_WBpU	train	WB+U	WB	0.6
FDN_top_26298_GpR	eval	G+R	G	0.64
FDN_top_26299_GpUR	train	G+UR	G	0.68
FDN_top_26300_UB	train	UB	UB	0.64
FDN_top_26301_UBpW	train	UB+W	UB	0.6
FDN_top_26302_UBpW	train	UB+W	UB	0.6
FDN_top_26303_BR	train	BR	BR	0.6
FDN_top_26304_WGpU	train	WG+U	WG	0.64
FDN_top_26305_UBpR	train	UB+R	UB	0.7000000000000001
FDN_top_26306_UBpR	train	UB+R	UB	0.7000000000000001
FDN_top_26307_UBpR	train	UB+R	UB	0.7000000000000001
FDN_top_26308_WB	train	WB	WB	0.6
FDN_top_26309_UG	train	UG	UG	0.6
FDN_top_26310_WB	train	WB	WB	0.64
FDN_top_26311_WU	train	WU	WU	0.6
FDN_top_26312_WB	train	WB	WB	0.62
FDN_top_26313_UB	train	UB	UB	0.74
FDN_top_26314_UB	train	UB	UB	0.74
FDN_top_26315_UB	train	UB	UB	0.74
FDN_top_26316_WB	train	WB	WB	0.64
FDN_top_26317_WB	train	WB	WB	0.68
FDN_top_26318_UBpW	train	UB+W	UB	0.62
FDN_top_26319_UBpW	train	UB+W	UB	0.62
FDN_top_26320_UBpW	train	UB+W	UB	0.62
FDN_top_26321_UBpW	train	UB+W	UB	0.62
FDN_top_26322_WB	train	WB	WB	0.6
FDN_top_26323_WB	train	WB	WB	0.62
FDN_top_26324_WR	train	WR	WR	0.64
FDN_top_26325_UB	train	UB	UB	0.6
FDN_top_26326_WG	train	WG	WG	0.64
FDN_top_26327_WB	train	WB	WB	0.6
FDN_top_26328_UBR	train	UBR	UBR	0.62
FDN_top_26329_W	train	W	W	0.64
FDN_top_26330_WUpB	train	WU+B	WU	0.84
FDN_top_26331_GpU	train	G+U	G	0.76
FDN_top_26332_WB	eval	WB	WB	0.64
FDN_top_26333_WGpR	train	WG+R	WG	0.6
FDN_top_26334_GpU	train	G+U	G	0.62
FDN_top_26335_UB	eval	UB	UB	0.62
FDN_top_26336_UB	eval	UB	UB	0.62
FDN_top_26337_WB	train	WB	WB	0.6
FDN_top_26338_BGpU	train	BG+U	BG	0.62
FDN_top_26339_WBR	train	WBR	WBR	0.72
FDN_top_26340_WG	train	WG	WG	0.66
FDN_top_26341_UR	train	UR	UR	0.64
FDN_top_26342_WG	train	WG	WG	0.6
FDN_top_26343_WG	train	WG	WG	0.6
FDN_top_26344_UB	train	UB	UB	0.6
FDN_top_26345_UR	train	UR	UR	0.6
FDN_top_26346_UB	train	UB	UB	0.64
FDN_top_26347_UB	train	UB	UB	0.64
FDN_top_26348_WpUB	train	W+UB	W	0.62
FDN_top_26349_UBGpW	train	UBG+W	UBG	0.64
FDN_top_26350_WB	train	WB	WB	0.6
FDN_top_26351_UBpW	train	UB+W	UB	0.6
FDN_top_26352_UGpB	train	UG+B	UG	0.6
FDN_top_26353_BR	train	BR	BR	0.64
FDN_top_26354_WR	train	WR	WR	0.6
FDN_top_26355_WB	train	WB	WB	0.62
FDN_top_26356_WB	train	WB	WB	0.62
FDN_top_26357_WB	train	WB	WB	0.62
FDN_top_26358_WU	train	WU	WU	0.64
FDN_top_26359_WU	train	WU	WU	0.64
FDN_top_26360_WU	train	WU	WU	0.64
FDN_top_26361_UB	train	UB	UB	0.68
FDN_top_26362_UB	train	UB	UB	0.68
FDN_top_26363_BRpW	train	BR+W	BR	0.62
FDN_top_26364_BGpW	train	BG+W	BG	0.62
FDN_top_26365_WBpR	train	WB+R	WB	0.62
FDN_top_26366_BG	train	BG	BG	0.6
FDN_top_26367_WG	train	WG	WG	0.64
FDN_top_26368_UGpB	train	UG+B	UG	0.72
FDN_top_26369_WGpU	eval	WG+U	WG	0.6
FDN_top_26370_WG	train	WG	WG	0.64
FDN_top_26371_RG	eval	RG	RG	0.66
FDN_top_26372_RG	eval	RG	RG	0.66
FDN_top_26373_WG	eval	WG	WG	0.62
FDN_top_26374_WG	eval	WG	WG	0.62
FDN_top_26375_BR	train	BR	BR	0.6
FDN_top_26376_BR	train	BR	BR	0.6
FDN_top_26377_BR	train	BR	BR	0.6
FDN_top_26378_UG	train	UG	UG	0.6
FDN_top_26379_WB	train	WB	WB	0.64
FDN_top_26380_UB	train	UB	UB	0.62
FDN_top_26381_WGpB	train	WG+B	WG	0.64
FDN_top_26382_WGpB	train	WG+B	WG	0.64
FDN_top_26383_WGpU	train	WG+U	WG	0.62
FDN_top_26384_WGpU	train	WG+U	WG	0.62
FDN_top_26385_BR	train	BR	BR	0.6
FDN_top_26386_WG	train	WG	WG	0.6
FDN_top_26387_UG	train	UG	UG	0.6
FDN_top_26388_RG	train	RG	RG	0.6
FDN_top_26389_WpB	train	W+B	W	0.62
FDN_top_26390_WR	eval	WR	WR	0.62
FDN_top_26391_UB	train	UB	UB	0.6
FDN_top_26392_UGpR	train	UG+R	UG	0.6
FDN_top_26393_WU	train	WU	WU	0.6
FDN_top_26394_RG	train	RG	RG	0.6
FDN_top_26395_BR	train	BR	BR	0.6
FDN_top_26396_BRpG	train	BR+G	BR	0.6
FDN_top_26397_WUpR	train	WU+R	WU	0.62
FDN_top_26398_WRpUB	train	WR+UB	WR	0.6
FDN_top_26399_WG	train	WG	WG	0.66
FDN_top_26400_UB	train	UB	UB	0.62
FDN_top_26401_UB	train	UB	UB	0.62
FDN_top_26402_BG	train	BG	BG	0.72
FDN_top_26403_UB	train	UB	UB	0.6
FDN_top_26404_UB	train	UB	UB	0.6
FDN_top_26405_RG	eval	RG	RG	0.6
FDN_top_26406_BR	train	BR	BR	0.64
FDN_top_26407_UR	train	UR	UR	0.6
FDN_top_26408_WB	train	WB	WB	0.72
FDN_top_26409_WU	train	WU	WU	0.62
FDN_top_26410_WG	train	WG	WG	0.62
FDN_top_26411_WpU	train	W+U	W	0.6
FDN_top_26412_WB	eval	WB	WB	0.64
FDN_top_26413_WG	train	WG	WG	0.64
FDN_top_26414_BR	eval	BR	BR	0.6
FDN_top_26415_UGpWB	train	UG+WB	UG	0.72
FDN_top_26416_UGpWB	train	UG+WB	UG	0.72
FDN_top_26417_UR	train	UR	UR	0.62
FDN_top_26418_UR	train	UR	UR	0.62
FDN_top_26419_WBpR	train	WB+R	WB	0.6
FDN_top_26420_UB	train	UB	UB	0.76
FDN_top_26421_BR	train	BR	BR	0.6
FDN_top_26422_UG	train	UG	UG	0.6
FDN_top_26423_WU	train	WU	WU	0.6
FDN_top_26424_WU	train	WU	WU	0.6
FDN_top_26425_WUpG	train	WU+G	WU	0.6
FDN_top_26426_WR	train	WR	WR	0.64
FDN_top_26427_WB	train	WB	WB	0.66
FDN_top_26428_WB	train	WB	WB	0.66
FDN_top_26429_UB	train	UB	UB	0.6
FDN_top_26430_UB	train	UB	UB	0.6
FDN_top_26431_WUG	train	WUG	WUG	0.6
FDN_top_26432_RGpU	train	RG+U	RG	0.62
FDN_top_26433_BR	train	BR	BR	0.64
FDN_top_26434_WB	train	WB	WB	0.62
FDN_top_26435_BR	eval	BR	BR	0.62
FDN_top_26436_WU	train	WU	WU	0.6
FDN_top_26437_WG	train	WG	WG	0.72
FDN_top_26438_UR	train	UR	UR	0.6
FDN_top_26439_UR	train	UR	UR	0.6
FDN_top_26440_UR	train	UR	UR	0.6
FDN_top_26441_BG	train	BG	BG	0.62
FDN_top_26442_BG	train	BG	BG	0.62
FDN_top_26443_BG	train	BG	BG	0.62
FDN_top_26444_BG	train	BG	BG	0.62
FDN_top_26445_WU	train	WU	WU	0.66
FDN_top_26446_WU	train	WU	WU	0.66
FDN_top_26447_WU	train	WU	WU	0.66
FDN_top_26448_WB	train	WB	WB	0.62
FDN_top_26449_WR	train	WR	WR	0.6
FDN_top_26450_WG	train	WG	WG	0.6
FDN_top_26451_WG	eval	WG	WG	0.74
FDN_top_26452_UB	train	UB	UB	0.64
FDN_top_26453_WBpU	train	WB+U	WB	0.64
FDN_top_26454_WU	train	WU	WU	0.7000000000000001
FDN_top_26455_WU	train	WU	WU	0.6
FDN_top_26456_UBpW	train	UB+W	UB	0.62
FDN_top_26457_WU	eval	WU	WU	0.6
FDN_top_26458_WU	train	WU	WU	0.6
FDN_top_26459_RG	train	RG	RG	0.6
FDN_top_26460_WR	train	WR	WR	0.6
FDN_top_26461_UR	train	UR	UR	0.64
FDN_top_26462_UR	train	UR	UR	0.64
FDN_top_26463_BR	train	BR	BR	0.6
FDN_top_26464_BR	train	BR	BR	0.6
FDN_top_26465_WR	train	WR	WR	0.6
FDN_top_26466_UR	train	UR	UR	0.6
FDN_top_26467_RG	eval	RG	RG	0.64
FDN_top_26468_WB	train	WB	WB	0.6
FDN_top_26469_UG	train	UG	UG	0.62
FDN_top_26470_BRpG	train	BR+G	BR	0.6
FDN_top_26471_RG	train	RG	RG	0.72
FDN_top_26472_UB	eval	UB	UB	0.62
FDN_top_26473_RG	train	RG	RG	0.62
FDN_top_26474_WG	train	WG	WG	0.7000000000000001
FDN_top_26475_WG	train	WG	WG	0.7000000000000001
FDN_top_26476_WB	train	WB	WB	0.64
FDN_top_26477_BR	train	BR	BR	0.64
FDN_top_26478_BpWR	train	B+WR	B	0.64
FDN_top_26479_WU	train	WU	WU	0.64
FDN_top_26480_UB	train	UB	UB	0.68
FDN_top_26481_UB	train	UB	UB	0.6
FDN_top_26482_W	train	W	W	0.62
FDN_top_26483_WG	train	WG	WG	0.64
FDN_top_26484_BGpU	train	BG+U	BG	0.62
FDN_top_26485_BRpW	train	BR+W	BR	0.68
FDN_top_26486_WR	train	WR	WR	0.6
FDN_top_26487_UB	train	UB	UB	0.62
FDN_top_26488_UB	train	UB	UB	0.62
FDN_top_26489_UR	train	UR	UR	0.66
FDN_top_26490_RG	train	RG	RG	0.62
FDN_top_26491_UR	train	UR	UR	0.78
FDN_top_26492_WU	train	WU	WU	0.62
FDN_top_26493_WR	train	WR	WR	0.6
FDN_top_26494_RG	train	RG	RG	0.66
FDN_top_26495_WB	train	WB	WB	0.68
FDN_top_26496_WB	train	WB	WB	0.76
FDN_top_26497_WUpB	train	WU+B	WU	0.66
FDN_top_26498_WG	train	WG	WG	0.62
FDN_top_26499_WG	train	WG	WG	0.62
FDN_top_26500_BR	train	BR	BR	0.68
FDN_top_26501_UB	train	UB	UB	0.7000000000000001
FDN_top_26502_WU	train	WU	WU	0.62
FDN_top_26503_UG	train	UG	UG	0.62
FDN_top_26504_WpU	train	W+U	W	0.66
FDN_top_26505_WpU	train	W+U	W	0.66
FDN_top_26506_WRpG	train	WR+G	WR	0.72
FDN_top_26507_WRpG	train	WR+G	WR	0.72
FDN_top_26508_RG	train	RG	RG	0.6
FDN_top_26509_WUpG	train	WU+G	WU	0.6
FDN_top_26510_WUpG	train	WU+G	WU	0.6
FDN_top_26511_UB	train	UB	UB	0.62
FDN_top_26512_WRpG	train	WR+G	WR	0.6
FDN_top_26513_WRpG	train	WR+G	WR	0.6
FDN_top_26514_RG	eval	RG	RG	0.64
FDN_top_26515_RG	eval	RG	RG	0.64
FDN_top_26516_WG	train	WG	WG	0.6
FDN_top_26517_UBpG	train	UB+G	UB	0.6
FDN_top_26518_UG	train	UG	UG	0.64
FDN_top_26519_UR	train	UR	UR	0.6
FDN_top_26520_BRpU	train	BR+U	BR	0.6
FDN_top_26521_WB	train	WB	WB	0.62
FDN_top_26522_BR	train	BR	BR	0.66
FDN_top_26523_WR	train	WR	WR	0.76
FDN_top_26524_UBpR	train	UB+R	UB	0.6
FDN_top_26525_UB	train	UB	UB	0.6
FDN_top_26526_WB	eval	WB	WB	0.6
FDN_top_26527_RGpB	train	RG+B	RG	0.64
FDN_top_26528_UB	eval	UB	UB	0.62
FDN_top_26529_WUpB	train	WU+B	WU	0.6
FDN_top_26530_WGpU	train	WG+U	WG	0.6
FDN_top_26531_UR	train	UR	UR	0.66
FDN_top_26532_BRpG	train	BR+G	BR	0.6
FDN_top_26533_WU	train	WU	WU	0.62
FDN_top_26534_WU	train	WU	WU	0.62
FDN_top_26535_UB	train	UB	UB	0.7000000000000001
FDN_top_26536_WU	train	WU	WU	0.62
FDN_top_26537_WU	train	WU	WU	0.62
FDN_top_26538_UBpG	train	UB+G	UB	0.6
FDN_top_26539_WB	train	WB	WB	0.74
FDN_top_26540_RGpU	train	RG+U	RG	0.64
FDN_top_26541_BpR	train	B+R	B	0.64
FDN_top_26542_WR	train	WR	WR	0.6
FDN_top_26543_WB	train	WB	WB	0.62
FDN_top_26544_WB	train	WB	WB	0.62
FDN_top_26545_BR	train	BR	BR	0.64
FDN_top_26546_G	train	G	G	0.62
FDN_top_26547_BRpW	train	BR+W	BR	0.6
FDN_top_26548_WB	train	WB	WB	0.6
FDN_top_26549_WUpG	train	WU+G	WU	0.6
FDN_top_26550_WU	train	WU	WU	0.64
FDN_top_26551_WU	eval	WU	WU	0.6
FDN_top_26552_WU	eval	WU	WU	0.6
FDN_top_26553_UB	train	UB	UB	0.6
FDN_top_26554_BR	train	BR	BR	0.62
FDN_top_26555_UG	eval	UG	UG	0.6
FDN_top_26556_UGpB	train	UG+B	UG	0.6
FDN_top_26557_BG	train	BG	BG	0.6
FDN_top_26558_B	train	B	B	0.62
FDN_top_26559_RG	train	RG	RG	0.64
FDN_top_26560_RG	train	RG	RG	0.64
FDN_top_26561_WB	train	WB	WB	0.62
FDN_top_26562_WBpR	train	WB+R	WB	0.64
FDN_top_26563_WB	train	WB	WB	0.64
FDN_top_26564_UR	train	UR	UR	0.6
FDN_top_26565_RG	train	RG	RG	0.76
FDN_top_26566_UG	train	UG	UG	0.6
FDN_top_26567_WU	train	WU	WU	0.6
FDN_top_26568_UBpG	train	UB+G	UB	0.6
FDN_top_26569_BR	train	BR	BR	0.62
FDN_top_26570_WUpB	train	WU+B	WU	0.62
FDN_top_26571_UR	train	UR	UR	0.62
FDN_top_26572_UBpG	train	UB+G	UB	0.64
FDN_top_26573_UG	train	UG	UG	0.6
FDN_top_26574_BR	train	BR	BR	0.6
FDN_top_26575_WU	train	WU	WU	0.6
FDN_top_26576_WR	train	WR	WR	0.6
